semester,years,subj1,subj2,subj3,subj4,subj5,subj6,subj7,Final_Grade
2,2021,C+,C,D,C,C+,C,C+,C+
2,2020,A+,A,S,A+,A+,A,A,S
2,2021,P,F,P,F,F,F,F,F
3,2020,C,C+,C+,C+,B+,B+,B,B
2,2020,F,F,F,F,F,F,F,F
1,2023,D,D,P,F,D,F,D,F
3,2022,C,D,C,C,F,D,C,D
3,2022,A,A,B,B+,A+,A,B+,A
2,2021,S,C,S,A+,A,A+,A,A+
2,2022,S,A+,S,S,S,A+,A+,S
3,2020,F,F,F,F,F,F,F,F
1,2022,F,F,F,P,D,F,P,F
3,2023,C,D,B+,C+,B+,A+,B+,B
3,2021,S,A+,A+,A,A,S,A+,S
1,2022,C+,D,C+,C+,C,C,D,C+
1,2021,P,D,D,C,P,C,C+,C
3,2022,B,C+,C+,D,B,C,C,C+
2,2023,B+,A,B,A,B+,B,B,A
1,2022,D,P,D,C,C,C,C,C
1,2023,S,A+,A+,S,A+,B+,S,S
2,2023,F,F,F,F,F,F,F,F
3,2023,D,C+,B,B,B,C,B+,B
1,2022,S,S,S,S,S,S,S,S
1,2023,C,B+,C+,C+,B,B,C,B
1,2020,D,P,F,F,D,D,D,F
2,2020,B+,B,A,C+,B+,C+,B+,B+
3,2020,S,A,S,S,S,S,S,S
3,2020,F,D,P,D,C,P,D,F
1,2023,D,F,C+,C,F,C,A+,P
2,2022,F,F,F,F,F,F,F,F
2,2023,D,F,F,F,F,F,F,F
1,2022,C+,B,B,C,C+,C,C+,B
3,2020,S,B+,S,B,A+,A,A+,A+
1,2020,C,D,D,C,P,D,D,C
2,2020,C,D,B+,D,C,C,C+,C+
2,2022,B,B+,A,A,B,B+,A+,A
1,2022,A+,B,S,A,A,A+,S,A+
1,2022,D,C+,S,B+,C,S,B+,B+
2,2021,D,C+,C+,B,D,C+,C+,C+
3,2021,C,C+,F,C,D,D,D,P
1,2023,S,S,S,S,S,S,S,S
3,2020,C+,F,B,F,F,S,P,F
1,2020,F,F,F,D,D,C+,F,F
3,2023,D,C+,C,D,C+,C+,C+,C+
1,2021,F,D,F,F,F,F,F,F
3,2023,F,F,F,F,F,F,F,F
3,2023,B+,B+,B+,B,A,B+,A,A
1,2023,C,C,C+,C,C+,C+,B,C+
2,2020,B,B,B,B,B,B,A,B+
3,2023,S,B+,F,F,F,F,C+,F
2,2023,F,F,F,F,F,F,F,F
1,2020,B,B,P,A+,F,A,B,C+
1,2020,S,S,S,S,S,S,A+,S
1,2022,A+,A,A+,S,S,S,S,S
2,2021,A+,A+,S,B,S,A,S,S
2,2020,P,F,D,P,F,D,F,F
2,2021,A+,A+,B+,A+,A,A,A+,A+
3,2021,C,D,D,P,C,C+,C+,C
3,2023,B,A,B+,C+,B,B+,B+,B+
3,2020,B+,A,C+,B+,B,A,A,A
2,2020,P,F,F,P,P,P,F,F
3,2022,D,S,P,A,C+,A+,C,B+
1,2021,F,A+,P,F,F,F,F,F
1,2023,D,P,F,P,P,C,P,F
2,2021,P,C,F,S,C,F,A+,P
3,2020,B+,B,B+,B+,C+,C+,B,B+
1,2021,S,S,S,F,B,P,B+,B
2,2022,C,P,C,C+,D,P,P,C
2,2023,F,F,F,F,F,F,F,F
1,2022,C+,B+,B+,B+,A+,B+,A,A
1,2020,D,D,B+,C+,B,C,D,C+
3,2023,D,C,P,P,F,P,P,P
2,2021,F,F,F,F,F,F,F,F
3,2022,C,C,B,C+,C+,C+,B+,B
1,2022,C,C,C,C,C+,C+,D,C+
2,2023,B+,B+,C,A,A+,B,B+,B+
1,2022,D,S,D,B,S,S,A,A
3,2021,B+,B,B,C+,B,B,C+,B+
1,2020,C+,C,C,C+,C+,B,C+,C+
3,2023,F,P,P,D,D,P,D,F
1,2020,F,F,F,P,P,F,F,F
2,2021,C+,F,F,D,F,F,A,F
2,2020,D,D,F,D,D,P,D,F
1,2021,A,B,A,B+,B+,B,B+,A
3,2022,D,P,D,C+,F,D,F,P
1,2021,B+,B+,B,A+,A+,A,B+,A
3,2021,A+,B,S,S,S,S,B,S
1,2022,B+,B+,A+,B+,B,B+,A,A
1,2022,F,F,D,P,P,P,D,F
1,2022,A+,A+,S,S,S,A,S,S
3,2022,A+,A,A+,A,S,B,A,A+
2,2021,A+,B,S,B,C+,A+,S,A+
3,2020,A+,S,S,S,S,S,S,S
3,2023,B,C+,C+,C+,B,B,B+,B
2,2020,D,D,P,D,C+,P,P,D
1,2022,F,F,F,F,P,F,F,F
2,2023,F,F,P,P,F,F,F,F
2,2022,D,F,F,P,P,P,D,F
3,2023,D,F,C+,D,D,P,D,P
1,2022,D,B+,C+,B,C+,C,C+,B
3,2022,F,F,F,F,F,F,F,F
2,2020,B+,A+,S,A,A,A,A,A+
2,2021,A,B,A,F,A,F,B,D
1,2020,C+,C,B,C,C+,C+,B+,B
1,2023,C,B,B+,D,B,C+,C,B
1,2021,C+,B+,B+,B,C+,B,A,B+
1,2021,F,F,P,F,F,F,F,F
3,2022,C,C,B,C,C,C+,C,C+
2,2021,A,S,A,A+,A,A,A+,A+
1,2021,F,D,F,F,C,F,F,F
3,2020,C+,C,C+,P,P,C+,C,C+
2,2023,F,F,F,F,F,F,F,F
2,2020,F,F,F,F,P,F,F,F
2,2022,A+,B+,A+,A+,A,A,B+,A+
2,2020,F,F,F,F,F,F,F,F
2,2021,C+,B,B,C+,B,B,C+,B
1,2022,A,C+,B,D,B+,C+,C,B
2,2020,B,B+,B,A,B,C+,A,B+
2,2022,C,D,C,D,D,C,C+,C
2,2020,A+,B+,A,A,A,B+,A,A+
2,2021,B+,A,B,B+,B+,B,B+,A
2,2020,F,F,F,P,F,P,F,F
1,2023,B+,B,C+,C+,P,C+,B+,B
1,2022,B,B,B+,A,B,B,B+,B+
2,2020,B+,B+,B+,B,B,A,B,B+
2,2023,F,A+,C+,F,B,A+,A+,P
3,2020,A,A,B,A,B+,B+,B+,A
3,2020,S,S,S,S,A,S,A,S
2,2021,S,S,A+,S,S,S,A+,S
2,2021,C,C,C,D,P,C+,C,C
1,2021,F,F,F,F,F,F,F,F
2,2021,F,F,F,F,F,F,F,F
1,2020,A,A,A,A,A+,B,A,A+
2,2020,F,F,F,S,A+,A,F,F
1,2021,P,P,P,D,F,P,F,F
3,2020,S,S,A,A+,S,A+,S,S
1,2023,F,P,F,F,F,P,P,F
2,2023,B,B,C,B,C,C+,B+,B
2,2020,F,F,F,F,F,D,F,F
2,2020,B,A,B+,A,A,B,B,A
2,2022,A+,B,S,A+,A,A+,A,A+
1,2021,S,S,S,S,S,S,S,S
1,2022,A+,B+,A+,B+,S,S,A+,A+
2,2022,D,D,D,D,P,C,D,C
1,2021,C+,C+,D,D,C,D,C,C+
3,2023,B,C,B,C+,C+,B+,C+,B
2,2020,P,D,F,P,D,D,P,F
2,2021,C+,D,P,C,D,C,C,C
1,2022,F,B,F,C+,B+,S,B,P
2,2021,F,P,D,D,P,P,D,F
1,2020,F,F,F,F,F,P,F,F
2,2020,F,D,P,P,P,P,C,F
2,2022,C,B,C+,B,B,C+,C+,B
2,2021,F,F,F,F,F,F,F,F
2,2022,B+,B,B,B+,B,B,B+,B+
3,2023,S,A+,S,S,S,A+,A+,S
1,2021,P,F,P,D,F,F,F,F
1,2022,B+,C,S,F,C+,C,A,C+
1,2020,B,C+,B,C+,B,C,P,B
3,2020,S,A+,S,S,A+,A,S,S
1,2020,C,B,C,B,B,C+,B,B
2,2021,P,P,F,F,P,F,F,F
3,2020,A,A,S,B+,B+,A,B+,A+
2,2021,A,B,B,A,A,A,B+,A
1,2023,A,B,B,B+,B+,B,A,B+
2,2023,F,F,P,F,F,F,D,F
2,2020,S,S,S,S,S,S,S,S
2,2022,F,B+,C+,B+,C+,B,P,C
1,2022,C,P,P,P,D,P,F,P
1,2021,A+,S,S,S,A+,A,A,S
3,2022,C+,C+,B,C,C+,F,C+,C
2,2022,S,C,S,A,A+,S,D,A+
3,2020,B+,F,C,C,C,P,A+,D
3,2020,C,F,A,F,B,F,P,F
3,2021,A,A+,B,A+,A+,A,B+,A+
1,2022,A,B,A,B,B+,B,C+,B+
2,2023,F,B,F,D,F,F,D,F
1,2023,D,C,C,P,B,B,D,C
2,2020,C,C,C,C,C,C,C,C+
2,2020,A,B+,S,S,A,A,A+,S
2,2020,A+,S,S,A+,S,S,S,S
1,2022,P,C,C,D,C+,C,C+,C
1,2020,C,C+,C+,C,C+,B,C+,C+
3,2023,F,F,F,F,F,P,F,F
1,2023,S,A+,S,S,B,A,S,S
2,2021,D,P,D,D,P,F,P,P
1,2022,S,S,S,S,S,S,A+,S
3,2021,S,A+,S,S,A,S,S,S
1,2020,P,F,C,F,D,P,P,F
1,2023,D,P,P,F,P,F,P,F
2,2021,C,D,D,C,C,D,B,C
2,2021,C+,C+,B,C+,C+,B,C+,B
2,2021,S,S,S,A+,S,S,A+,S
1,2020,S,S,S,B,B,A+,A,S
2,2023,C+,C+,D,B,B+,C+,C+,B
2,2020,F,F,F,F,F,F,F,F
3,2021,F,F,F,P,F,F,F,F
2,2020,F,F,F,P,D,F,F,F
3,2021,C+,C,C+,C,D,C,D,C+
2,2022,B+,S,A,S,A+,A+,B+,S
3,2021,P,C,D,D,D,P,C,C
3,2021,C,B,C+,A,P,S,S,B+
2,2022,F,F,F,F,F,P,F,F
1,2023,C,C,C,C,C,C+,C,C+
3,2020,D,C,D,D,P,D,P,C
3,2021,F,F,F,F,F,F,F,F
2,2020,B,C,C,C,B,D,B,C+
3,2023,A+,A,A,A+,B,A,A+,A+
3,2020,B+,A,A+,A+,A,A,A,A+
2,2020,B,B,A,C+,B,B,B+,B+
3,2023,F,F,F,F,F,F,F,F
2,2022,C+,B,C+,C,C+,C,C+,B
1,2022,C,C,C+,D,C+,C+,C,C+
3,2021,B+,B,B,B+,B+,B+,A+,B+
2,2021,P,F,F,F,C+,F,F,F
1,2023,B+,A,C+,A,B+,A,A,A
2,2021,A+,A+,A+,A,A,A,S,A+
1,2022,A+,S,S,A+,A+,S,S,S
3,2020,F,F,F,F,F,F,F,F
2,2022,S,S,S,S,S,S,S,S
3,2022,D,F,P,F,F,P,P,F
2,2022,S,S,S,S,S,A+,S,S
1,2022,F,F,F,F,F,F,F,F
2,2023,B+,C,F,C+,A,P,B,D
3,2023,B+,B+,B+,B,B,A,B+,B+
3,2022,P,P,C,P,C,P,D,D
2,2021,A+,A+,S,S,A,A+,A,S
3,2023,F,F,P,P,P,F,F,F
1,2021,F,F,F,P,F,F,F,F
1,2021,P,P,C,C,D,D,P,C
1,2020,B+,B,B,B+,B,A+,A,B+
2,2022,P,F,C+,F,F,B+,F,F
2,2021,P,F,F,F,P,F,F,F
2,2021,C+,C+,D,D,C,C,C,C+
1,2022,S,S,S,B+,S,S,S,S
1,2020,C+,D,S,D,F,C,F,D
3,2021,B,A,B+,C+,B+,C+,B+,B+
3,2021,D,D,D,D,P,C,F,D
2,2022,A,A+,A+,A+,A,B+,A,A+
3,2021,A,A,A+,B+,A,A,A+,A+
2,2020,S,A+,S,A+,A+,S,A+,S
2,2021,F,F,F,F,F,F,D,F
1,2020,P,P,F,F,P,F,D,F
3,2021,F,P,P,F,F,F,F,F
1,2023,P,P,P,D,D,C,F,P
1,2022,C+,C+,C+,C,D,C+,C+,C+
2,2020,P,F,D,F,F,F,P,F
2,2020,S,S,S,S,S,A,S,S
1,2021,B+,C,A,B+,A,B,B+,B+
1,2022,C,C+,D,D,C,C+,C+,C+
3,2021,C,P,D,C,C,C,C+,C
1,2022,B,B+,C+,C,C+,C+,B,B
2,2023,P,C,P,P,F,D,P,P
2,2023,C,C+,C+,B,C+,C+,B,B
1,2020,A+,A,A,A+,A+,A+,A,A+
3,2021,D,C,C+,D,C,P,B,C
1,2023,S,S,A,A+,S,S,S,S
1,2022,S,P,F,S,S,S,C,B
1,2020,S,A,A+,S,A+,A+,A+,S
3,2020,B+,A,B+,B+,A,B+,B+,A
3,2023,B+,B+,B+,B,B,B,B+,B+
2,2021,F,A,F,A+,F,F,D,F
3,2023,B,C+,B,B,B,C,B,B
1,2022,A+,A,B+,A,B+,A+,A+,A+
1,2022,A,S,S,B+,A+,A+,A+,S
2,2023,F,F,F,F,F,F,F,F
1,2023,F,F,P,F,P,F,F,F
2,2021,C+,F,B,F,A,C+,C,F
2,2023,S,S,S,S,S,S,S,S
1,2022,F,D,B,F,F,P,F,F
3,2023,B,B+,A+,B+,B+,B,A,A
1,2023,F,P,F,F,F,P,F,F
3,2023,P,P,P,F,D,D,P,F
1,2020,F,F,F,F,F,F,F,F
2,2021,C,D,D,F,D,P,F,F
2,2020,F,D,C,A,F,B+,B+,P
2,2023,D,P,C,C,D,C,D,C
2,2023,B,B,C,C+,B,D,B,B
3,2023,C+,C+,C+,B,C+,C+,C+,B
2,2023,B,B+,B+,B+,C+,B,B+,B+
2,2020,B+,B+,A,A,A+,B+,A,A
1,2020,P,D,C,F,P,F,F,F
2,2021,D,P,P,P,D,D,P,D
2,2020,F,C+,F,P,B+,F,F,F
2,2023,F,P,D,C+,D,F,F,F
2,2020,F,F,F,F,F,F,F,F
2,2023,F,F,F,F,P,F,F,F
1,2020,F,F,F,F,F,F,F,F
1,2023,B+,B,A,B+,C+,B,A,B+
2,2023,P,D,F,P,C,D,D,F
2,2022,P,P,F,F,F,F,F,F
3,2021,C+,B+,B,B+,B+,B+,A,B+
3,2021,A+,B+,A,B+,A,B+,B+,A
3,2022,S,B+,A,S,B+,A,A,A+
1,2020,S,A+,S,S,S,S,S,S
2,2020,A,S,S,S,S,B,S,S
1,2021,B+,A,B,B+,B+,B,A,A
2,2022,B,F,F,F,F,F,P,F
2,2023,B,B,A,C+,C+,B,B+,B+
3,2021,F,F,F,F,F,F,F,F
1,2023,C+,C,C,C+,C,C+,C+,C+
1,2021,C,A,D,B+,D,A,S,B+
2,2021,C,P,C+,D,C+,B,C+,C+
1,2020,B+,B+,A+,A,A,B+,B+,A
3,2020,C,C+,C+,C,C+,C,C,C+
2,2020,B+,C+,C+,B+,C+,B+,B,B+
1,2022,A,A,A,A,A,A,A,A+
1,2022,F,F,F,F,F,F,F,F
1,2021,C+,B+,C,B,C,B,B,B
3,2021,A,A,A+,A+,A,A+,A,A+
2,2023,C+,B,C+,D,C,C+,D,C+
1,2020,C,P,D,C,C,C,B,C
1,2023,A+,A,A+,B+,A+,A+,A,A+
3,2020,B,B+,B+,C+,B+,C+,C+,B+
2,2023,A,S,S,P,B,A+,B,A
3,2023,C+,C+,C,B,C,P,C+,C+
1,2022,F,F,F,F,F,F,F,F
2,2020,C,C+,C+,C,C+,C+,D,C+
2,2023,S,S,S,S,S,S,S,S
2,2022,A,B+,A+,A+,A,A+,A,A+
2,2023,F,F,F,F,P,F,P,F
1,2022,A,C+,A+,C+,A,B,B+,B+
2,2022,D,P,C,D,D,D,D,C
3,2020,P,F,F,F,F,F,F,F
3,2020,D,C,P,B,P,C+,C,C
3,2023,F,F,F,F,D,P,F,F
2,2021,B,P,C,C,D,D,C,C
1,2020,F,F,F,F,F,F,P,F
3,2022,C,D,C+,C,C,C+,D,C+
3,2021,P,F,F,F,F,F,F,F
3,2020,B+,A,A+,B+,B+,A,B+,A
1,2023,S,S,S,S,S,S,A+,S
2,2022,P,F,F,F,F,F,F,F
1,2020,F,F,F,F,P,P,F,F
2,2023,A,C+,S,F,B,S,S,B
2,2020,C+,C,B,B+,P,D,C+,B
2,2021,B+,B+,B+,B,A,B+,B+,A
2,2020,P,P,F,D,D,P,D,F
2,2020,B,A,B,S,A+,B,A,A
3,2020,C,C,C+,D,C+,C,C+,C+
2,2023,B,C+,C+,C,C,D,C,C+
1,2021,B+,B,B,C+,B+,D,C+,B
3,2023,S,A+,B+,S,A,A+,A+,S
1,2023,B+,B+,A,A,B,F,B,B
3,2020,F,F,F,F,F,F,F,F
1,2020,A+,S,S,S,S,S,S,S
1,2020,A+,S,A+,S,S,S,S,S
3,2023,P,P,F,P,F,P,F,F
3,2023,F,P,F,F,F,F,F,F
1,2021,F,D,F,P,B+,F,F,F
3,2023,F,A,F,F,D,F,F,F
2,2021,C,C,C+,C,F,C,C+,C
2,2023,B,D,C,D,C+,B,B,C+
3,2022,C,C+,C,D,C,D,B,C+
1,2021,S,A,A,A+,S,A,A,S
2,2020,F,P,F,P,D,P,P,F
1,2022,B,S,D,B+,D,A,S,A
1,2022,C,C+,C+,B,C+,C,B,B
2,2021,A+,C+,C+,B+,B+,S,D,B+
2,2022,B+,B+,B+,B+,B+,B,B+,A
1,2022,C,B,C+,C+,B+,C+,B+,B
3,2020,P,F,F,F,F,F,F,F
3,2020,F,F,F,F,F,F,F,F
2,2023,B,C,C+,C,D,C+,D,C+
2,2020,S,S,S,S,S,A+,S,S
3,2022,P,C,C,C,D,D,P,C
3,2020,P,P,P,P,D,P,C,D
1,2020,C+,D,C,D,D,D,C+,C
1,2020,D,C+,C,C,D,C+,P,C
2,2020,F,F,F,F,F,F,F,F
2,2021,F,F,F,D,D,F,F,F
2,2023,C+,D,C,C,C+,B+,C,C+
1,2022,C,S,C+,S,B,C,A,A
3,2023,D,D,C+,D,C,C,D,C
1,2022,C+,B,C+,A,B+,B,B,B+
2,2021,A,B+,A,B+,B+,B+,A+,A
1,2023,A+,S,S,A+,A+,S,S,S
2,2021,D,S,C+,D,B,P,B+,B
1,2023,D,P,D,C+,P,D,C,C
2,2023,B,C+,C,C,C,C+,C+,C+
1,2021,C,D,P,D,D,D,P,C
3,2021,C,D,C,C,D,C,C,C
2,2022,D,F,F,D,F,F,P,F
1,2023,P,P,P,P,P,F,F,F
2,2020,F,F,P,D,P,F,C,F
3,2020,A+,S,B,C,C+,B+,A,A
3,2020,B+,A+,B+,B,B+,A+,D,A
2,2023,B+,B+,B,B+,B+,C+,B,B+
1,2021,S,D,P,D,B,B,C+,B
1,2020,F,P,F,F,D,F,P,F
2,2022,F,F,P,F,F,F,F,F
2,2021,C,D,F,D,D,P,P,F
1,2023,F,F,F,F,F,F,F,F
2,2020,S,S,S,S,S,S,S,S
2,2023,F,B+,C+,F,C,B+,B,F
1,2020,F,P,F,F,F,F,F,F
3,2020,D,P,F,C+,D,P,P,F
2,2023,F,F,F,P,F,F,F,F
1,2023,B,C+,B+,B,B+,B+,A,B+
2,2023,A,B+,B+,B+,B+,B,B,A
3,2021,A,A,S,S,F,S,F,B+
2,2021,B+,B,C+,C+,B+,A,B,B+
3,2023,C,C,P,D,D,F,F,P
2,2022,A+,S,S,S,S,S,S,S
1,2021,F,F,F,F,F,F,F,F
3,2023,F,F,F,F,F,P,F,F
2,2020,F,F,F,F,D,F,F,F
3,2021,P,C,C,C,D,D,C,C
1,2022,D,D,F,D,D,F,D,F
1,2022,P,D,F,D,C+,D,D,F
3,2021,C,C+,C+,C,P,C+,C+,C+
3,2023,B+,A+,B,B+,B+,A,B+,A
1,2021,A+,A+,A,S,A+,A,A,S
3,2020,F,F,F,F,P,F,F,F
3,2020,B+,B+,B,B,B,B,C+,B+
2,2022,A+,S,A,S,S,S,S,S
1,2023,B,C+,C,C+,C,C,C+,C+
3,2022,F,F,F,F,F,F,P,F
2,2021,C+,B,C,A,B,C+,C+,B
2,2021,D,C,F,D,C,P,P,P
2,2021,F,P,P,F,F,P,F,F
2,2020,B+,B,B,B+,A,B,B+,B+
3,2021,F,C,D,D,F,P,P,F
3,2023,B+,A+,B+,A+,A,A+,S,A+
3,2023,D,F,C,D,F,P,F,F
2,2023,F,F,F,F,F,P,F,F
1,2020,D,C,C+,C,C,B,C+,C+
3,2022,C+,C+,B,C+,C,C,D,C+
2,2021,A,A,A+,A+,A,S,A,A+
3,2020,S,S,S,S,A+,S,S,S
1,2021,B,B,B+,B+,C,A,B+,B+
2,2021,A,B,B,A,B+,A,A,A
3,2023,A+,A+,A,A+,A,A,A,A+
2,2022,F,P,F,F,F,F,F,F
1,2022,C,C,C,B,B,C,C+,C+
2,2021,F,C,D,D,P,D,C,P
2,2021,S,A+,S,A+,S,S,A+,S
1,2022,A+,B+,B,A,A,D,C+,A
1,2020,F,P,P,F,D,F,P,F
3,2022,A,A,B+,A,A,B+,A,A
3,2022,F,F,F,D,F,F,F,F
3,2022,S,A+,A+,A,A+,A+,A+,S
3,2020,S,S,S,S,A,A+,S,S
3,2023,D,F,C,F,F,C,D,F
1,2021,S,S,S,S,S,A,S,S
1,2020,C+,F,P,F,P,D,P,F
1,2022,C,C+,C,C+,C,C+,C,C+
3,2021,P,D,P,P,D,P,P,D
3,2021,S,S,P,S,A,S,B+,A+
3,2023,C+,C,C+,C,P,C+,C,C+
2,2020,A,A+,S,A+,A+,A,A,S
2,2023,D,P,C,P,F,P,P,P
2,2023,F,F,F,F,F,F,F,F
3,2023,C+,P,P,C,P,C+,C,C
1,2023,B+,C+,C,C+,D,C+,B,B
1,2020,A+,A+,S,S,A,S,A+,S
1,2021,S,C,S,S,S,S,B,S
1,2023,F,F,P,F,F,F,F,F
2,2021,D,D,D,P,P,D,D,D
2,2020,D,B,F,P,D,F,F,F
3,2021,F,F,P,F,P,F,F,F
2,2023,S,A+,A+,A+,S,A,A+,S
2,2022,F,F,F,P,P,F,C,F
3,2021,C,C+,C+,C,C,D,C,C+
2,2023,S,S,S,S,A+,S,S,S
3,2021,F,F,D,D,D,F,P,F
1,2023,C,C,D,C+,C+,D,C,C+
2,2020,A+,B+,S,A,B+,S,A,A+
1,2023,D,P,F,P,F,P,F,F
1,2020,F,F,F,F,F,F,F,F
1,2023,D,C+,C+,D,C+,B,C+,C+
3,2020,C,P,C,C+,D,D,D,C
2,2021,P,P,F,F,F,F,F,F
3,2023,B+,B,A,C+,A+,B,B,B+
3,2023,B,A+,A+,A,B,S,A,A+
1,2022,D,D,P,B,C,C+,C,C
3,2020,A+,S,S,S,S,A+,S,S
2,2020,B,B,B+,B+,B+,B+,B+,B+
2,2023,S,B,F,D,A,P,C+,C
2,2021,P,P,F,F,F,F,F,F
2,2020,B,D,C,C,C+,C+,B+,C+
2,2023,B,C+,B,A,B+,B,B+,B+
2,2022,S,S,S,S,S,S,S,S
1,2020,F,F,F,F,F,F,F,F
2,2023,F,F,F,F,F,P,F,F
2,2022,C+,C+,D,C,C+,C,B,C+
2,2020,C+,C,C,C+,C,C+,C,C+
1,2023,D,P,D,C,D,P,F,P
1,2023,A+,A,S,A,B+,A+,S,S
3,2020,A,B+,A+,A,A+,S,S,A+
2,2021,F,F,F,F,F,P,F,F
2,2022,B+,A,A,B+,B+,B+,A,A
1,2021,C,B,C+,B+,B,B+,C,B
3,2022,F,F,F,P,F,F,F,F
3,2022,F,F,F,F,F,F,F,F
1,2020,F,P,C,D,P,D,D,F
3,2020,C,C,C+,B,C,B+,D,C+
2,2022,D,F,D,D,P,C,P,F
2,2020,C+,D,F,P,D,F,C,F
3,2022,B,B+,B,A+,B,B,C+,B+
3,2022,F,F,F,F,F,F,F,F
3,2020,F,P,D,D,D,F,D,F
2,2021,F,F,F,F,F,F,F,F
2,2023,A,B,B,C+,B+,B,A,B+
1,2022,C,C,F,D,F,D,P,F
3,2021,C+,B,B,C+,B,B,B,B
3,2023,B+,B,B+,B+,B,B+,B+,B+
3,2023,A,A+,A,B+,C+,B,A+,A
2,2023,F,F,F,F,F,P,F,F
2,2021,F,F,F,F,F,F,F,F
3,2021,F,F,F,P,F,F,F,F
3,2021,B+,C+,F,C+,C,P,D,D
2,2023,F,B+,F,F,F,F,F,F
1,2021,C,C+,P,C,D,C,D,C
2,2020,F,F,F,F,F,F,F,F
2,2021,S,S,B,S,D,S,S,S
1,2023,F,F,F,F,F,F,F,F
3,2022,C,F,C,C,C,F,D,F
3,2020,F,F,D,P,D,P,D,F
3,2020,B,A+,B,B+,C+,B+,C+,B+
3,2020,S,S,S,S,S,S,S,S
2,2023,S,S,A,A+,B+,S,P,S
2,2023,F,F,F,F,F,F,F,F
2,2023,D,F,P,F,P,D,C,F
1,2023,P,F,D,P,P,C,P,F
2,2023,F,F,F,F,F,F,F,F
3,2023,C,C,C,C,D,C,F,D
2,2023,A,B+,B,B+,B+,B,B+,A
1,2020,F,F,F,F,F,F,F,F
1,2023,F,P,D,D,D,D,D,F
3,2022,B,B,A,A,B+,B+,B,A
3,2021,B,B+,A,B,B+,A,B+,A
2,2021,C+,P,B,C+,B,C,B+,C+
2,2023,A,B,A,A,B+,B,B+,A
1,2021,B+,B+,A,B+,A,B+,B+,A
1,2020,B,C+,B+,B,B,C,A,B+
2,2022,S,S,S,S,S,S,S,S
1,2023,A,A,A,A,B+,A+,A,A+
3,2022,A+,S,S,S,D,S,B+,S
1,2023,C,B,C+,C+,B,B+,B,B
2,2023,C+,C,C,B,C,C,C,C+
2,2022,B,B+,C,B,B+,B,A,B+
1,2021,F,C,F,C+,F,F,F,F
1,2023,C+,B+,B+,A,B+,C,A+,B+
3,2023,S,S,S,S,A+,S,S,S
3,2022,P,S,S,S,C,P,S,A+
3,2022,F,F,F,F,F,F,F,F
3,2020,C,D,C,D,D,C+,C+,C
3,2020,F,F,B+,F,F,F,F,F
3,2022,F,F,F,F,F,F,F,F
1,2022,F,F,F,F,F,F,F,F
3,2022,F,F,F,F,F,F,F,F
3,2021,A+,C+,B+,P,S,A+,B+,B+
1,2023,F,F,A+,C,P,F,F,F
1,2023,C,C,D,C,D,P,C,C
1,2021,F,F,F,F,P,F,F,F
3,2023,F,F,F,F,C,F,F,F
1,2022,S,S,A+,S,B+,S,A+,S
1,2023,F,F,F,F,F,F,F,F
2,2022,B+,B,B,B+,B,B+,B,B+
1,2021,S,S,S,S,S,S,S,S
1,2022,P,F,B,P,C+,D,F,F
1,2021,F,F,F,F,F,F,F,F
3,2020,C,P,C,C,C,D,D,C
2,2020,P,D,D,C,D,F,D,D
1,2022,F,P,D,F,A+,A,P,F
2,2020,S,S,A,S,A+,S,S,S
1,2023,F,F,P,P,P,F,P,F
1,2020,A+,B+,B+,B+,C+,B,A,A
2,2021,A,C,P,C+,S,B,S,B+
2,2021,F,D,D,D,D,D,D,F
1,2022,S,S,A+,S,S,S,B+,S
3,2020,C+,C,B,C,C,C+,P,C+
1,2022,P,F,P,D,F,P,D,F
1,2021,D,D,F,C,P,C,P,P
2,2020,D,C,P,C+,D,D,D,C
1,2021,B,B,B+,C+,B+,B+,B,B+
2,2023,A+,B+,S,A+,A+,A+,S,S
1,2022,A+,S,S,A+,S,S,S,S
2,2023,C,D,D,D,C,C+,C,C
2,2020,D,B,C+,C,C+,C+,D,C+
2,2023,D,D,F,P,D,P,F,F
2,2021,C,D,P,F,P,P,D,F
3,2021,F,D,F,C,P,D,P,F
3,2021,C,P,C+,B,C,B,D,C+
3,2023,F,F,D,F,P,F,F,F
2,2021,C+,C+,C+,C+,B+,B,C+,B
1,2020,C+,A+,B+,F,A,S,C,C+
1,2022,S,A+,B+,A,A,S,A,A+
3,2021,F,F,F,F,F,F,F,F
3,2023,P,F,F,P,D,P,P,F
1,2022,D,D,P,P,F,F,F,F
3,2020,C+,C+,B+,B,B+,B+,B,B+
1,2022,C,B,D,B,C,D,D,C+
3,2022,B+,A,B+,C+,B+,C+,C+,B+
3,2023,S,S,S,A+,A,A,S,S
2,2021,F,F,F,F,F,F,F,F
3,2020,D,P,P,F,P,P,C+,F
3,2023,F,F,F,F,F,F,F,F
1,2021,F,D,F,F,F,F,D,F
1,2022,F,F,F,D,F,F,F,F
2,2022,F,F,F,F,F,F,F,F
3,2020,A+,A+,A,B+,A,A+,B+,A+
1,2020,F,F,F,F,F,F,F,F
1,2023,A,B,B+,B,B+,C+,B+,B+
2,2023,S,S,C+,S,S,S,B,S
1,2023,B+,B+,B+,C,B+,B,B+,B+
2,2022,A,C+,B+,C+,B,C+,B,B+
1,2020,A,A,B+,A,B+,B+,B,A
1,2023,C,F,C,D,P,D,C,P
